Adplay Technologies (VU Mobile),"JavaScript,React,WordPress","<a href=""http://vumobile.biz/"">Website</a>","Head Office: 4th Floor, House- 114, Road-12, Block-E, Banani, Dhaka-1213"
Mevrik Ltd.,"Python,Django,FastAPI,PHP,Laravel,JavaScript,React,Tailwind CSS,AWS,Docker,Kubernetes,LLM,Redis,Kafka,Clickhouse,MySQL,PostgreSQL,MongoDB,Elasticsearch,Celery,Nginx,Gunicorn,GitHub","<a href=""https://www.mevrik.com/"">Website</a> <a href=""https://www.linkedin.com/company/mevrik/"">LinkedIn</a> <a href=""https://twitter.com/mevrikdcx"">Twitter</a> <a href=""https://www.facebook.com/mevrikdcx"">Facebook</a> <a href=""https://www.facebook.com/lifeatmevrik"">Life at Mevrik Dhaka</a> <a href=""https://www.instagram.com/lifeatmevrik"">Instagram</a> <a href=""https://www.youtube.com/@mevrikdcx"">YouTube</a> <a href=""https://www.crunchbase.com/organization/mevrik"">Crunchbase</a>","<em>Bangladesh Office:</em> House 337, Road 5, Avenue 3, Mirpur DOHS, Dhaka 1216, Bangladesh<br>
<em>UK Office:</em> 71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ"
Millennium Information Solution Ltd.,"Java,JEE,Spring,RESTful APIs","<a href=""https://www.mislbd.com/"">Website</a>","49 Kawran Bazar Rd, Dhaka 1215, Bangladesh"
Misfit Technologies,"Python,Django,Ruby,Ruby on Rails,JavaScript,React,PHP,Magento,WordPress,Android,Artificial Intelligence,Machine Learning","<a href=""https://misfit.tech/"">Website</a>","House-47 (Anthemion-BC1), Road-23, Banani, Dhaka-1213"
MonstarLab (Japan),"Java Spring,Laravel,Symfony,AngularJS,Amazon Web Services","<a href=""https://monstar-lab.com/global/"">Website</a>","Ahmed Tower (20th floor, Kemal Ataturk Avenue, Dhaka 1213"
Namespace IT,"Laravel,React,Next.js,Django,Machine Learning","<a href=""https://www.namespaceit.com/"">Website</a>","Lift 4, House 13, Road 11, Sector 11, Uttara, Dhaka"
Nascenia,"Ruby on Rails,Android,iOS,.NET,PHP","<a href=""https://www.nascenia.com/"">Website</a>","6/14, Block A, Lalmatia, Dhaka"
NeerLab,"Web,Software development,IoT,Graphics,Network,Security","<a href=""https://neerlab.com"">Website</a>","140/10, Tootpara taltola hospital cross-road, Khulna, Bangladesh"
Netizen IT Limited.,"Java,Kotlin,PHP,Ruby,Python,Spring,Android,MySQL,Oracle,ReactJS,Angular,AWS","<a href=""https://www.netizenbd.com/"">Website</a>","House- 1303, Road- 18, Avenue-2, Mirpur DOHS, Dhaka-1216, Bangladesh."
Newgen Technology Ltd.,"Java,J2EE,Spring,Hibernate,Tomcat,Oracle,MySQL,MySQL-Server,JSP,JSTL","<a href=""https://newgen-bd.com/"">Website</a>","Flat- 7B, Plot No- 3/1, Block- F, Lalmatia 1207 Dhaka, Dhaka Division, Bangladesh"
Newroz Technologies Limited,"Java,Spring Boot,Flutter,Kotlin,React","<a href=""https://www.newroztech.com/"">Website</a>","Mirpur DOHS, House 140, Road 04 Avenue 4, Dhaka 1216"
New Technology Systems Limited,"PHP,MySQL,Oracle,Software development,MongoDB,JavaScript,React JS","<a href=""https://ntsctgbd.com"">Website</a>","500 Al Madani Road, Sholok Bahar, Chittagong, Bangladesh"
Nextech Limited,"PHP,Laravel,Vue.js,SQL","<a href=""https://nextech.com.bd"">Website</a>","20/2, West Panthopath, 2nd Floor Dhaka-1205, Bangladesh"
NetCoden Inc,"Node.js,Vue.js,React,C++,Android,Php,Laravel,SQL","<a href=""https://netcoden.com/"">Website</a>","Suite: B-7 (7th Floor), 2/2, Pallabi (Main Road), Mirpur 11.5, Dhaka-1216 , Bangladesh"
Nice Power &amp; IT Solution Ltd.,"Java,Spring,PHP,MySQL,JavaScript,jQuery,AJAX","<a href=""https://www.nicegroupbd.com/"">Website</a>","49 Kawran Bazar, Vision 2021 Tower- 1 (Software Technology Park) 8th Floor, Dhaka-1215, Bangladesh."
Nogor Solutions Limited,"PHP(Laravel,CakePHP),Javascript(jQuery,Vue,VueX),MySQL,MongoDB,Docker","<a href=""https://www.nogorsolutions.com"">Website</a>","House No. 69 (2nd floor), Road No. 08, Block-D, Niketon, Gulshan-1, Dhaka-1212."
Nybbles System Limited (NybSys),"C#,.Net Framework,Asp.Net MVC,Asp.Net Core,Java,Kotlin,Swift,Objective C,Dart,Angular JS","<a href=""https://www.nybsys.com"">Website</a>","House: 03, Road: 08, Shahida Khan Tower (1st &amp; 2nd Floor), Section-6, Mirpur, Dhaka 1216"
Ollyo,"Themeum,Joomshaper,Icofont","<a href=""https://www.ollyo.com"">Website</a>
<a href=""https://www.linkedin.com/company/ollyo/"">LinkedIn</a>","443/444, Dumni, Khilkhet, Dhaka, Bangladesh"
Optimizely (formerly Newscred) (USA),"Python,NodeJS,Angular2,Scala,MongoDB","<a href=""https://www.optimizely.com/"">Website</a>
<a href=""https://www.linkedin.com/company/optimizely/"">LinkedIn</a>","Green Grandeur (4th ,10th and 13th floor), Plot 58/E, Kemal Ataturk Avenue, Dhaka"
Orbund LLC,"Java,Android,iOS","<a href=""https://www.orbund.com/"">Website</a>","Bosila, Mohammadpur, Dhaka, Bangladesh"
Otto International Ltd.,"PHP,WordPress,Flutter,React,Gatsby,SQL,NOSQL,AWS,MS Azure,Android,IOS,Node.js,Express.js,MySQL,MongoDB","<a href=""https://www.ottoint.com/"">Website</a>",Dhaka
Paperfly Ltd,"React,Vue,PHP,Laravel","<a href=""https://www.paperfly.com.bd/"">Website</a>","SKS Tower, Level 5, Mohakhali, Dhaka-1212."
Pathao Ltd,"Android,IOS,Go,PHP,Kubernetes","<a href=""https://pathao.com/"">Website</a>","Road 49, Genetic Baro Bhuiyan Tower, Gulshan-2, Dhaka"
Penta Global Ltd,"Java,Python,React,Node,PostgreSQL,Kubernetes","<a href=""https://www.pentabd.com/"">Website</a>","Sheba House, 7th ﬂoor, Plot 34, Road 46, Gulshan-2, Dhaka-1212"
PixelNet Technologies Ltd,"PHP,MySQL,Magento,Rails,JavaScript,Ionic,MongoDB,Express,ReactJS,NodeJS","<a href=""http://www.pixelnettech.com/"">Website</a>","39 Purana Paltan, Level-5, Suite-B, Dhaka-1000, Bangladesh"
Portonics Limited,"Android,IOS,PHP,React,Docker,AWS,Nodejs,Python,PostgreSQL,MySQL","<a href=""http://portonics.com/"">Website</a>","House 18, Road No 6, 2nd Floor, Gulshan 1, Dhaka – 1212, Bangladesh."
Pridesys IT Limited,"PHP,WordPress,JavaScript,MySQL,JQuery","<a href=""https://pridesys.com"">Website</a>","Level 6, 20/21 Garden Road, Kawranbazar, DHAKA – 1215, Bangladesh"
Progoti Systems Limited,"Android,Spring-boot,Django,Docker,Python,PostgreSQL,MySQL","<a href=""https://www.progoti.com/"">Website</a>","51/B, Borak Mehnur, Kemal Ataturk Ave, Dhaka, Bangladesh"
Remotion IT,"Web design,SEO,Social Media marketing,SMS marketing,Branding Design","<a href=""https://www.remotionit.com"">Website</a>","Rahman Amena, House-49(4th Floor), Road-13, Block-D, Banani, Dhaka, Bangladesh-1213"
Renessa Info Systems Ltd.,"PHP,Laravel,CodeIgniter,CakePHP,JavaScript,jQuery","<a href=""http://www.renessainfosystems.com/"">Website</a>","Pritam Zaman Tower, 11th Floor, 37/2, Culvert Road, Purana Paltan, Dhaka-1000, Bangladesh."
Retina Soft,"iOS,Android,PHP,Javascript,React,Vue.js,Laravel","<a href=""https://retinasoft.com.bd/"">Website</a>","House#4/A, Road#2 Metro Housing Rd, Dhaka 1207"
REVE Systems (Singapore),"Java,IP &amp; VoIP service,Cloud Computing","<a href=""https://www.revesoft.com/"">Website</a>","REVE Centre, Plot-94, Purbachal Express Highway, Dumni, Khilkhet, Dhaka"
ReliSource (USA),"Desktop,Mobile,Web,System &amp; Network,Cloud Computing,AWS,Azure &amp; Open Source DevOps","<a href=""http://www.relisource.com"">Website</a>","Building 4A1, Road 139, Gulshan 1, Dhaka-1212"
RiseUp Labs,"Flutter,Swift,Kotlin,Typescript,React,Java,Django,NodeJS,SQL","<a href=""https://riseuplabs.com"">Website</a>","Floor-14, Tropical Alauddin Tower, Plot No-32/C, Road-2, Sector-3, Uttara, Dhaka-1230"
Rokomari,"Java,Spring","<a href=""https://www.rokomari.com/"">Website</a>","2/1/E, Arambag, Eden Center, Motijheel, Dhaka-1000"
"Samsung R&amp;D Institute Bangladesh, Ltd.(Korea)","Windows,IOS,Android,Tizen,C/C++,Java,Objective-C,Swift,C#,Kotlin,Spring,WPF,UWP,MFC,Machine Learning","<a href=""https://research.samsung.com/srbd"">Website</a>","111 Bir Uttam CR Dutta Rd, Dhaka 1205"
SCT Bangla Limited,"PHP,Laravel,JavaScript,React,Angular,SQL,Flutter","<a href=""https://www.sct-bangla.com/"">Website</a>","F-1, H 14, Block-C, Main Road, Banasree, Rampura, Dhaka, Bangladesh"
SELISE Digital Platforms (Switzerland),"Android,IOS,AngularJS,NodeJS,Python,.Net","<a href=""https://selisegroup.com/"">Website</a>
<a href=""https://www.linkedin.com/company/selise/"">LinkedIn</a>","House 5, MIDAS Center, Secure Link Services BD Ltd, Rd No. 27, Dhaka 1209"
ServicEngine Ltd.,"Groovy,Java,SQL,Spring","<a href=""https://sebpo.com/"">Website</a>","House 8, Abbas Garden, DOHS Mohakhali, Dhaka-1206"
Sheba Technologies Limited,"Java,C,C++,Android,ASP.NET","<a href=""https://www.shebatech.com.bd/"">Website</a>","8th Floor, Khawaja Tower, 95 Mohakhali C/A, Dhaka 1212"
ShellBeeHaken,"Java,Javascript,React,Next.Js,Electron,React Native,Node,Spring Boot,Rest API,MongoDB,MySQL,Redis,AWS,Lambda,SQS,ElasticSearch","<a href=""https://shellbeehaken.com/"">Website</a>","Level 6 &amp; 7, House 1077, Road 6A, Avenue 8, Mirpur DOHS, Dhaka 1216"
Silicon Orchard Limited,"PHP,NodeJS,ReactJS,Blockchain,Android,iOS","<a href=""https://www.siliconorchard.com/"">Website</a>","House 01, Avenue 01, Block D, Section 11, Mirpur, Dhaka 1216, Bangladesh"
Singularity Limited,"Web and Mobile application,Virtual,Augmented and Mixed Reality,Motion Graphics,Animation,Visual Effects","<a href=""https://singularitybd.com/"">Website</a>","Level 5, House 147, Lane 1, Baridhara DOHS, Dhaka 1206, Bangladesh"
SJ Innovation,"React,Objective C,Java,Kotlin,Flutter,Swift,Blockchain","<a href=""https://sjinnovation.com"">Website</a>","House-281/A (Level-1),
Road-19/C, New DOHS, Mohakhali, Dhaka-1206"
Spring Rain IT,"JavaScript,Node,React,React Native,Android","<a href=""https://springrainit.com"">Website</a>","7th Floor, Commercial Cove, House 56/C , Road 132, Dhaka 1212, Bangladesh."
Strativ BD Ltd.,"Python,Django,JavaScript,React,React Native,VueJS,NodeJS,PHP,Magento,WordPress,Android","<a href=""https://strativ.se/en/"">Website</a>","House: 684, Avenue: 06, Road: 9, Dhaka 1216, Bangladesh"
Streams Tech Inc.,"ArcGIS-ESRI,AngularJS,.Net,SQL,MongoDB","<a href=""https://streamstech.com.bd"">Website</a>","House No 16, Suite F4 &amp; F3, 23/B Road No 23/B, Dhaka 1213"
SoftwarePeople,".Net,Java,Spring,Hibernate,AngularJS","<a href=""https://www.facebook.com/softwarepeoplewpp"">Facebook</a>","3rd Floor, House 76/A, Road 11, Banani, Dhaka"
Softzino Technologies,"Android,iOS,React,React Native,JavaScript,Vue,Flutter","<a href=""https://softzino.com/"">Website</a>","House-50, Level-04, Road-03, Sector-11, Uttara, Dhaka-1230"
Sonali Polaris FT Limited,"Java,Oracle","<a href=""http://www.spftl.com"">Website</a>","Abedin Tower (7th Floor), 35 Kamal Ataturk Avenue, Banani C/A I Dhaka – 1213, 35 Kemal Ataturk Ave, Dhaka"
SouthTech,".Net,Java Spring,Android,AngularJS,Visual Basic","<a href=""https://www.southtechgroup.com/"">Website</a>
<a href=""https://www.linkedin.com/company/southtechgroup/"">LinkedIn</a>","Dhaka Square, Plot 1, Road 13, Sector 1, Uttara, Dhaka 1230"
SSL Wireless,"Java,JavaScript,PHP,Laravel,MySQL,JavaScript","<a href=""https://www.sslwireless.com/"">Website</a>","93 B, New Eskaton Road, Dhaka-1000, Bangladesh"
Square Health Ltd.,"Java,Angular,React,Android","<a href=""https://career.squarehealth.com.bd/"">Website</a>","House 18, Road 13, Uttara (Sector 7) Dhaka 1230, Bangladesh"
Systems Solutions &amp; Development Technologies Ltd. (SSD-TECH),"C/C++,PHP,MySQL,Java,Node JS,Big Data,HTML,CSS,Linux","<a href=""https://ssd-tech.io/"">Website</a>","Uday Tower, Level 12, 57 &amp; 57/A, Gulshan Avenue, Dhaka-1212, Bangladesh"
TAPPWARE Solutions Limited,"PHP,CakePHP,Laravel,RabbitMQ,.NET,C#,Django,Java,J2EE,Spring,WordPress,MySQL,MongoDB,PostgreSQL,SQL Server,Oracle,SCSS,LESS,jQuery,VueJS,Android,Ionic","<a href=""https://tappware.com/"">Website</a>","SEL Trident Tower ( 14th Floor), 57, Purana Paltan Line, VIP Road, Dhaka, Bangladesh."
Technohaven Company Limited,"NodeJS,Angular,Rust,React,Android,iOS,Machine Learning,Blockchain","<a href=""https://technohaven.com"">Website</a>","Seleena Bhaban, House #169 (6th Floor), Road #03, Mohakhali DOHS, Dhaka 1206"
TechnoNext,"JavaScript,React,Golang,DevOps","<a href=""https://www.digigate360.com/"">Website</a>","House-97, Sohrawardi Avenue, Baridhara Diplomatic Zone, Dhaka-1212"
TechnoVista Limited,".NET,C#,Java,J2EE,Spring,PHP,Laravel,CodeIgniter,WordPress,MySQL,PostgreSQL,SQL Server,Oracle,HTML,SCSS,LESS,jQuery,VueJS,Android,Ionic","<a href=""https://technovista.com.bd/"">Website</a>","House: 4, Road: 9/B, Nikunja–1, Khilkhet, Dhaka, Bangladesh."
Telcobright Limited,"Java,Springboot,C#,.Net,JavaScript(React),Android","<a href=""https://www.linkedin.com/company/telcobright-limited/"">LinkedIn</a> <a href=""https://www.facebook.com/telcobright"">Facebook</a>","Venus Complex (Level 5), Middle Badda, Dhaka-1212, Bangladesh"
ThemeXpert,"Joomla,PHP,Laravel,Codeigniter JavaScript,React","<a href=""https://www.themexpert.com/"">Website</a>","Level-12, Suite-1202, SEL HUQ SKYPARK, 23/2 Mirpur Road, Dhaka 1207."
Therap (BD) Ltd.,"Java,J2EE","<a href=""https://therap.recruiterbox.com/"">Website</a>
<a href=""https://www.linkedin.com/company/therapbd/"">LinkedIn</a>","House 47, Road 4, Block C, Banani, Dhaka 1213"
TigerIT Bangladesh Ltd.,Java,"<a href=""http://www.tigerit.com/"">Website</a>
<a href=""https://www.linkedin.com/company/tigerit-bangladesh-limited/"">LinkedIn</a>","House 21, Road 28, Block-K, Banani Model Town, Dhaka, 1213, Bangladesh"
TimeTackle (US),"Java,Springboot,React,JavaScript","<a href=""https://www.timetackle.com/"">Website</a>",Remote from Bangladesh
TechCare,"Android,Java,Node","<a href=""https://www.techcarebd.com/"">Website</a> <a href=""https://www.facebook.com/techcarebd/"">Facebook</a>","450/A, Road 6A, Avenue 6, Mirpur DOHS, Dhaka 1216, Bangladesh"
Technext Limited,"HTML,CSS,JavaScript,Bootstrap","<a href=""https://technext.it/"">Website</a>","1/C Shyamoli Rd 1, Dhaka 1216"
TechFlix,"Web development,hosting,google ads,ERP solutions","<a href=""https://www.techflixbd.com"">Website</a>","6100, Rajshahi"
Themeperch Limited,"HTML,CSS,Bootstrap,Tailwind CSS,JavaScript,React,Next js,PHP,WordPress","<a href=""https://themeperch.net"">Website</a>","House 346 (2nd floor), Road 25, New DOHS, Mohakhali, Dhaka 1206"
Tekarsh,"Java,Spring,JavaScript","<a href=""https://tekarsh.com"">Website</a>","House# 259, Level-2, Road# 19, Dhaka 1206"
Triva It Limited,"Graphic Design,UI/UX,Motion Graphics,Web Design","<a href=""https://www.trivaitltd.com/"">Website</a>","38/1/1 Vagolpur Lane, Hazaribagh Park, Dhaka 1205"
Vantage Labs (USA),"Java,PHP,AngularJS","<a href=""https://www.vantage.com/"">Website</a>
<a href=""https://www.facebook.com/VantageLabsDhaka/"">Facebook</a>","6th Floor, Dynasty Tower, Begum Rokeya Avenue, Mirpur 11, Dhaka, Bangladesh"
Vivasoft Limited,"Java,C#,React.js,GoLang,Python","<a href=""https://www.vivasoftltd.com/"">Website</a>
<a href=""https://www.facebook.com/VivasoftLtd"">Facebook</a>
<a href=""https://www.linkedin.com/company/vivasoftltd/"">LinkedIn</a>","Floor 16, Ahmed Tower, 28, 30, Kemal Ataturk Ave, Banani, Dhaka 1213"
Walton Hi-Tech Industries Ltd.,"PHP,Java,Spring,Android ReactJS,VueJS","<a href=""https://waltonbd.com/"">Website</a>","Chandra, Kaliakoir, Gazipur"
weDevs Ltd,"PHP,WordPress,VueJs","<a href=""https://wedevs.com"">Website</a>","Level-3, House-1005, Avenue-11, Road-09, Mirpur DOHS, Dhaka 1216, Bangladesh"
Welldev (Switzerland),"Ruby on Rails,Android,iOS,ReactJS","<a href=""https://www.welldev.io/"">Website</a>
<a href=""https://www.linkedin.com/company/welldevintl/"">LinkedIn</a>","546/2 Rd No 13, Baridhara, Dhaka"
Widespace (Sweden),Java,"<a href=""https://www.widespace.com/"">Website</a>
<a href=""https://www.facebook.com/WidespaceMobile"">Facebook</a>
<a href=""https://twitter.com/WidespaceMobile"">Twitter</a>
<a href=""https://www.linkedin.com/company/widespace-ab"">LinkedIn</a>",""
Workspace InfoTech Limited,"Java,Spring,Python,Django,Angular,ReactJS","<a href=""https://www.workspaceit.com"">Website</a>","House-16, Road-12, Nikunja-2. (Ground &amp; 1st floor), Nikunja-2, Khilkhet, Dhaka-1229"
WPDeveloper,"PHP,Laravel,WordPress,JavaScript,Vue.js,ReactJS","<a href=""https://wpdeveloper.com"">Website</a>","House 592, Road 8 Avenue 5, Dhaka"
WPCommerz,"PHP,Laravel,WordPress,JavaScript,Vue.js,ReactJS","<a href=""https://wpcommerz.com/"">Website</a>","Mirpur 12, Dhaka"
Xpeed Studio,"Joomla,WordPress,Drupal,JavaScript,PHP,HTML,CSS","<a href=""https://xpeedstudio.com/"">Website</a>","Amigo 14 Square, House No :59/C-61/C Suite No : B-2, Level-2, Asad Avenue, Dhaka 1207"
XpeedLab,"nodeJS,ReactJS,Angular,Java,Flutter,MongoDB","<a href=""https://xpeedlab.tech/"">Website</a>","1207, Mohammadia Housing Ltd, Road: 7, Dhaka 1207"
Zaynax Limited,"JavaScript,Node,React,Next,MongoDB,Android,iOS","<a href=""http://www.zaynax.com"">Website</a>","House 3, Road 20, Gulshan Circle 1, Bashati Dream Apartment, Suite A-7, 7th Floor, Dhaka 1212"
YOTECH Limited,"JavaScript,Node,Angular,React,Next,MongoDB,Android,Flutter,iOS","<a href=""https://www.yotech.ltd"">Website</a>","Bangladesh Office9/A-2 8th floor, Ananda Tower Shopping Complex, Dhupadighir Uttor Par, Sylhet."
2A IT,"PHP,Laravel,Java,Android,jQuery,MySQL","<a href=""http://2aitbd.com/"">Website</a>","Road-4, House- 54, Level- 3, Mohanagar Project, West Rampura Dhaka- 1219, Bangladesh"
6amTech,"PHP,Laravel,Flutter,React,WordPress","<a href=""https://6amtech.com"">Website</a>","House 666/668, Road 09 Dhaka, 1216, Bangladesh"
bkash,"Java,Spring,PHP Laravel,Android,JavaScript,Java EE,JSP,Servlet,AWS","<a href=""https://www.bkash.com"">Website</a>","Shadhinata Tower, 1, Bir Sreshtha Shaheed Jahangir Gate, Dhaka Cantonment, Dhaka-1206"
Bongo,"JavaScript,Node,React,Android,iOS,SQL,Data Engineering,AI","<a href=""https://bongobd.com/"">Website</a>","Baridhara J Block, House 20 Rd No. 2/B, Dhaka 1212"
Daraz Bangladesh,"PHP,Laravel,CodeIgniter,Vue,Node,GraphQL,Angular","<a href=""https://careers.daraz.com/"">Website</a>","Asfia Tower, House 76, Road 11, Block M, Banani, Dhaka"
iPay Systems Ltd.,"Java,Python","<a href=""https://www.ipay.com.bd/"">Website</a>
<a href=""https://www.linkedin.com/company/ipay-systems-ltd./"">LinkedIn</a>
<a href=""https://www.facebook.com/iPayBangladesh/"">Facebook</a>","Silver Tower (Level 12), 52 Gulshan Avenue, Circle-1, Dhaka-1212, Bangladesh"
LightCastle Partners,"PHP,Laravel,JavaScript,React,Node,Data Analysis","<a href=""https://www.lightcastlebd.com"">Website</a>","Level 5, House 10/12, Road 1, Block B, Niketan, Gulshan 1, Dhaka 1212, Bangladesh"
ME SOLshare Ltd.,"Java,Android,Python (Django),JavaScript (ReactJS)","<a href=""https://me-solshare.com/"">Website</a> <a href=""https://www.linkedin.com/company/me-solshare/"">Linkedin</a> <a href=""https://www.facebook.com/mesolshare/"">Facebook</a>","LM Tower (2nd floor), Ka/87 Joar Shahara Bazar Rd, Dhaka"
Meghna Group of Industries (MGI),"Java,Android,iOS,PHP,MySQL","<a href=""https://www.mgi.org/"">Website</a>","House 15, Road 34, Gulshan 2, Gulshan, Dhaka"
mPower Social Enterprises Limited,"Java,Android,Python","<a href=""https://www.mpower-social.com"">Website</a>","House No. 77, Block- M, 11 Rd No. 11, Dhaka"
Mamurjor IT,"C/C++,PHP,MySQL,Java,Node JS,Big Data,HTML,CSS,Linux","<a href=""https://mamurjor.com/"">Website</a>","Astha vaban, 6th floor, Fall potti, Mirpur-10, Dhaka"
Orbitax Bangladesh,"Java,JavaScript,Android,PHP","<a href=""http://www.orbitax.com/"">Website</a>
<a href=""https://www.linkedin.com/company/orbitaxbd/"">LinkedIn</a>","113 Kazi Nazrul Islam Ave, Dhaka 1205"
ShareTrip,"PHP,NodeJS,ReactJS,Android,iOS,DevOps,AWS,Docker","<a href=""https://sharetrip.net/"">Website</a>","Plot 1136/A, JCX Business Tower, Japan Street, Block # I, Bashundhara R/A, Dhaka-1229, Bangladesh"
Shopup,"JavaScript,Node,React,Ruby on Rails,MongoDB,MySQL,Flutter,AWS,Docker","<a href=""https://shopup.com.bd/"">Website</a>","B112, Road 06, Mohakhali DOHS, Dhaka-1206"
Telenor Health A\S,"PHP(Laravel,Drupal),Nodejs(Express,Socket.io),JavaScript(React),Python(Django),iOS,Android","<a href=""https://telenorhealth.com"">Website</a>","House No. 257, Block- B, Road 1, Bashundhara R/A, Dhaka-1229"
TruckLagbe,"JavaScript,Node,Angular,Flutter,SQL,PostgreSQL","<a href=""https://trucklagbe.com"">Website</a>","House 221 (3rd Floor), Road 15, New DOHS, Mohakhali, Dhaka – 1206, Bangladesh"
UPAY (UCB Fintech),"Blockchain,Python,Django,Flask,JavaScript,React,Node,Android,iOS","<a href=""https://www.upaybd.com/"">Website</a>","Level 16, Plot-CWS(A)-1, Road-34, Gulshan Avenue, Dhaka-1212, Dhaka, 1212, Bangladesh"
Wunderman Thompson Dhaka,"JavaScript,HTML,CSS,React,Node,AWS","<a href=""https://www.wundermanthompson.com/"">Website</a>","Road 11, House 76/A [3rd Floor], Banani, Dhaka, Dhaka 1213, BD"
